File,Function,Description
EOD_Dashboard\data\data_validator - Copy.py,run_validation,
EOD_Dashboard\data\data_validator.py,current_source_dir,
EOD_Dashboard\data\data_validator.py,check_path,
EOD_Dashboard\data\data_validator.py,validate_output_files,
EOD_Dashboard\data\data_validator.py,validate_source_files,
EOD_Dashboard\data\data_validator.py,validate_optional_sources,
EOD_Dashboard\data\data_validator.py,dashboard_health,
EOD_Dashboard\data\data_validator.py,run_validation,
EOD_Dashboard\data\historical_loader - Copy.py,get_available_dates,
EOD_Dashboard\data\historical_loader - Copy.py,find_file,
EOD_Dashboard\data\historical_loader - Copy.py,load_snapshot,
EOD_Dashboard\data\historical_loader.py,get_available_dates,
EOD_Dashboard\data\historical_loader.py,find_file,
EOD_Dashboard\data\historical_loader.py,_load_file,
EOD_Dashboard\data\historical_loader.py,load_snapshot,
EOD_Dashboard\data\historical_loader.py,clear_cache,
EOD_Dashboard\data\historical_loader.py,snapshot_available,
EOD_Dashboard\data\intelligence_builder.py,_safe_merge,Merge two intelligence datasets safely.
EOD_Dashboard\data\intelligence_builder.py,build_intelligence_view,"Build unified NTIS intelligence dataframe.

Sources:

    ranking
    probability
    patterns
    outcome

Returns:

    Combined intelligence dataframe"
EOD_Dashboard\data\intelligence_builder.py,filter_buy_candidates,Return BUY intelligence candidates.
EOD_Dashboard\data\intelligence_builder.py,filter_sell_candidates,Return SELL intelligence candidates.
EOD_Dashboard\modules\dashboard_metrics - Copy.py,calculate_dashboard_metrics,
EOD_Dashboard\modules\dashboard_metrics.py,_numeric,
EOD_Dashboard\modules\dashboard_metrics.py,calculate_dashboard_metrics,
EOD_Dashboard\modules\historical_intelligence - Copy.py,_to_numeric,
EOD_Dashboard\modules\historical_intelligence - Copy.py,build_historical_intelligence,
EOD_Dashboard\modules\historical_intelligence.py,_to_numeric,
EOD_Dashboard\modules\historical_intelligence.py,_first,
EOD_Dashboard\modules\historical_intelligence.py,build_historical_intelligence,
EOD_Dashboard\modules\market_breadth - Copy.py,calculate_market_breadth,
EOD_Dashboard\modules\market_breadth.py,_first_available,
EOD_Dashboard\modules\market_breadth.py,calculate_market_breadth,
EOD_Dashboard\modules\market_breadth.py,pct,
EOD_Dashboard\modules\table_styles - Copy.py,_num,
EOD_Dashboard\modules\table_styles - Copy.py,probability_style,
EOD_Dashboard\modules\table_styles - Copy.py,score_style,
EOD_Dashboard\modules\table_styles - Copy.py,bias_style,
EOD_Dashboard\modules\table_styles - Copy.py,pattern_style,
EOD_Dashboard\modules\table_styles - Copy.py,style_buy,
EOD_Dashboard\modules\table_styles - Copy.py,style_sell,
EOD_Dashboard\modules\table_styles - Copy.py,style_rank,
EOD_Dashboard\modules\table_styles - Copy.py,style_support,
EOD_Dashboard\modules\table_styles - Copy.py,style_pattern,
EOD_Dashboard\modules\table_styles.py,_num,
EOD_Dashboard\modules\table_styles.py,probability_style,
EOD_Dashboard\modules\table_styles.py,score_style,
EOD_Dashboard\modules\table_styles.py,bias_style,
EOD_Dashboard\modules\table_styles.py,confidence_style,
EOD_Dashboard\modules\table_styles.py,pattern_style,
EOD_Dashboard\modules\table_styles.py,style_buy,
EOD_Dashboard\modules\table_styles.py,style_sell,
EOD_Dashboard\modules\table_styles.py,style_rank,
EOD_Dashboard\modules\table_styles.py,style_support,
EOD_Dashboard\modules\table_styles.py,style_pattern,
EOD_Dashboard\pages\buy_intelligence.py,show_buy_intelligence,Render integrated BUY intelligence view.
EOD_Dashboard\pages\buy_opportunities.py,_map_signal,Normalize backend signal values.
EOD_Dashboard\pages\buy_opportunities.py,_find_signal_column,Locate the first available signal column.
EOD_Dashboard\pages\buy_opportunities.py,_prepare_dataframe,"Prepare presentation dataframe.

Backend logic is intentionally unchanged."
EOD_Dashboard\pages\buy_opportunities.py,_display_buy_table,Display BUY opportunities.
EOD_Dashboard\pages\buy_opportunities.py,show_buy_opportunities,BUY Opportunities dashboard page.
EOD_Dashboard\pages\historical_analysis - Copy.py,show_historical_analysis,
EOD_Dashboard\pages\historical_analysis.py,_show_dataframe,
EOD_Dashboard\pages\historical_analysis.py,show_historical_analysis,
EOD_Dashboard\pages\historical_replay.py,_render_snapshot_dataset,Render historical snapshot dataset.
EOD_Dashboard\pages\historical_replay.py,show_historical_replay,Render historical replay intelligence.
EOD_Dashboard\pages\market_overview - Copy.py,map_signal,
EOD_Dashboard\pages\market_overview - Copy.py,show_market_overview,
EOD_Dashboard\pages\market_overview.py,map_signal,
EOD_Dashboard\pages\market_overview.py,_first_available,
EOD_Dashboard\pages\market_overview.py,_display_table,
EOD_Dashboard\pages\market_overview.py,show_market_overview,
EOD_Dashboard\pages\oi_intelligence.py,show_oi_intelligence,Render OI intelligence page.
EOD_Dashboard\pages\page_registry - Copy (2).py,available_pages,Returns the navigation menu.
EOD_Dashboard\pages\page_registry - Copy (2).py,get_page,Returns the page callable.
EOD_Dashboard\pages\page_registry - Copy (2).py,page_exists,Check whether a page is registered.
EOD_Dashboard\pages\page_registry - Copy (2).py,register_page,"Register future dashboard pages without
modifying dashboard_app.py."
EOD_Dashboard\pages\page_registry - Copy (2).py,unregister_page,Remove a page safely.
EOD_Dashboard\pages\page_registry - Copy (3).py,_coming_soon,
EOD_Dashboard\pages\page_registry - Copy (3).py,available_pages,Returns all registered dashboard pages.
EOD_Dashboard\pages\page_registry - Copy (3).py,get_page,Returns the page callable.
EOD_Dashboard\pages\page_registry - Copy (3).py,page_exists,Check whether a page is registered.
EOD_Dashboard\pages\page_registry - Copy (3).py,register_page,Register a dashboard page dynamically.
EOD_Dashboard\pages\page_registry - Copy (3).py,unregister_page,Remove a page safely.
EOD_Dashboard\pages\page_registry - Copy.py,available_pages,
EOD_Dashboard\pages\page_registry.py,available_pages,Return all registered dashboard pages.
EOD_Dashboard\pages\page_registry.py,get_page,Return page handler.
EOD_Dashboard\pages\page_registry.py,page_exists,Check whether page exists.
EOD_Dashboard\pages\page_registry.py,register_page,Register additional page dynamically.
EOD_Dashboard\pages\page_registry.py,unregister_page,Remove page safely.
EOD_Dashboard\pages\pattern_intelligence.py,show_pattern_intelligence,Render pattern intelligence page.
EOD_Dashboard\pages\probability_ranking.py,show_probability_ranking,Render probability ranking intelligence page.
EOD_Dashboard\pages\resistance_intelligence.py,show_resistance_intelligence,Render resistance intelligence page.
EOD_Dashboard\pages\sell_intelligence.py,show_sell_intelligence,Render integrated SELL intelligence view.
EOD_Dashboard\pages\sell_opportunities.py,_normalize_signal,
EOD_Dashboard\pages\sell_opportunities.py,_find_signal_column,
EOD_Dashboard\pages\sell_opportunities.py,_prepare,
EOD_Dashboard\pages\sell_opportunities.py,show_sell_opportunities,
EOD_Dashboard\pages\settings.py,show_settings,"Render dashboard settings page.

Configuration display only.
No runtime configuration changes."
EOD_Dashboard\pages\support_intelligence.py,show_support_intelligence,Render support intelligence page.
EOD_Dashboard\styles\dashboard_style - Copy.py,apply_dashboard_style,
EOD_Dashboard\styles\dashboard_style.py,apply_dashboard_style,
